std_name,Collection,Y_2046,Y_1088,DSM70459,CYC1058,Y_27106,NCYC1006,NCYC777,NBRC1802,NBRC815,Y_5509,MS300c,BY4741,Killer,Killer_Y_2046,Only_Y_2046,KHR,KHS,Func_KHR,Func_KHS
YO0844,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO0846,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0847,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0849,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO0850,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO0851,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO0852,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO0853,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO0854,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0855,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0856,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0857,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO0858,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0859,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO0861,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO0866,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0868,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0870,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0871,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0872,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0874,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0875,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO0876,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1055,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1056,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1060,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1061,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1112,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1113,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1114,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1115,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1116,Dudley,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,no data,no data,-,-
YO1117,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1119,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1124,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1125,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1126,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1128,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1129,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1130,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1132,Dudley,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1133,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1134,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1135,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1137,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1138,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1140,Dudley,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,no data,no data,-,-
YO1200,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1201,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1224,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1225,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1226,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1228,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1348,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1349,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1357,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1477,Dudley,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1478,Dudley,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1479,Dudley,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1480,Dudley,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1481,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1482,Dudley,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1485,Dudley,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,no data,no data,-,-
YO1487,Dudley,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,no data,no data,-,-
YO1489,Dudley,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1490,Dudley,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1594,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1595,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1599,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1600,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1601,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1604,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1605,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1608,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1609,Dudley,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,no data,no data,-,-
YO1610,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1611,Dudley,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1612,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1613,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1615,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1619,Dudley,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1620,Dudley,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,no data,no data,-,-
YO1621,Dudley,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,no data,no data,-,-
YO1622,Dudley,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,no data,no data,-,-
YO1658,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1659,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1660,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1661,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1662,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1663,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1665,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1666,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1667,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1669,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1671,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1675,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1676,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1680,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1681,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1682,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1696,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1697,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1701,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1705,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1706,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1707,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1713,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1715,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1717,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1719,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1722,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1723,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1724,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1880,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1882,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1885,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1888,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1889,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1890,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1891,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1892,Dudley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no data,no data,-,-
YO1893,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
YO1919,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1924,Dudley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
YO1925,Dudley,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,no data,no data,-,-
Y-2429,Misc,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,no data,no data,-,-
NCYC190,Misc,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,no data,no data,-,-
BJH001,Misc,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,no data,no data,-,-
NCYC738,Misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no data,no data,-,-
NCYC1001,Misc,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,no data,no data,-,-
CYC1170,Misc,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,no data,no data,-,-
CYC1058,Misc,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,no data,no data,-,-
MS300c,Misc,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,no data,no data,-,-
DSM70459,Misc,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,no data,no data,-,-
